file	PRS_type	threshold	fold	Count	BETA	SE	P	r2_PRS	r2_full	AUC
input/fig3ab_prs/sv//fold2.SV.0.05.sscore	SV	0.05	2	737.0751445086705	131.9792560470859	56.0390644315609	0.018516249536407306	0.04827	0.230773	0.611624649859944
input/fig3ab_prs/sv//fold2.SV.0.1.sscore	SV	0.1	2	1340.78612716763	210.0031839965117	84.58840218382085	0.013041007031872186	0.053028	0.234619	0.6126050420168068
input/fig3ab_prs/sv//fold20.SV.0.0001.sscore	SV	1e-4	20	5.861271676300578	2.157104258151123	1.9579121342250383	0.27057602257207397	0.00961966	0.0640266	0.5597014925373134
input/fig3ab_prs/sv//fold20.SV.0.001.sscore	SV	0.001	20	35.82658959537572	11.33591401213761	6.448593220351092	0.07876632065897159	0.0249334	0.0784991	0.584342438749648
input/fig3ab_prs/sv//fold20.SV.0.01.sscore	SV	0.01	20	197.47976878612718	63.71085130809329	22.936499474730986	0.005474413313481478	0.0669173	0.118177	0.6094058011827654
input/fig3ab_prs/sv//fold20.SV.0.05.sscore	SV	0.05	20	708.6242774566474	147.97271294310644	50.00779536938638	0.0030864618233531387	0.0748097	0.125635	0.6493945367502112
input/fig3ab_prs/sv//fold20.SV.0.1.sscore	SV	0.1	20	1348.2312138728323	254.80344700008152	79.21751211332771	0.0012976271088856247	0.0890259	0.139071	0.6541819205857505
input/fig3ab_prs/sv//fold21.SV.0.0001.sscore	SV	1e-4	21	5.92	2.4665818613470982	2.1510246334686456	0.25150526257484324	0.0106631	0.148494	0.5824446267432322
input/fig3ab_prs/sv//fold21.SV.0.001.sscore	SV	0.001	21	25.92	5.960941194259146	5.522636309015466	0.2804249781313869	0.00939386	0.147401	0.572463768115942
input/fig3ab_prs/sv//fold21.SV.0.01.sscore	SV	0.01	21	173.71428571428572	61.26285099227945	20.250852675173487	0.002484699207769297	0.0774816	0.206003	0.6546349466776046
input/fig3ab_prs/sv//fold21.SV.0.05.sscore	SV	0.05	21	736.8114285714286	205.70085639976153	51.68562278866659	6.895971650031326e-5	0.143867	0.26314	0.6919606234618539
input/fig3ab_prs/sv//fold21.SV.0.1.sscore	SV	0.1	21	1342.3771428571429	352.4767972714225	83.28988127369685	2.3169638072199662e-5	0.166159	0.282327	0.6970194148208915
input/fig3ab_prs/sv//fold22.SV.0.0001.sscore	SV	1e-4	22	3.8735632183908044	5.108150387171799	1.8137439441140653	0.004857166598245884	0.0651313	0.194987	0.6271911663216012
input/fig3ab_prs/sv//fold22.SV.0.001.sscore	SV	0.001	22	31.862068965517242	25.486417742880704	7.009177239574232	2.7674353981509684e-4	0.115646	0.238485	0.6649413388543823
input/fig3ab_prs/sv//fold22.SV.0.01.sscore	SV	0.01	22	183.51724137931035	61.120283420822716	19.478255988031428	0.0017017889665815174	0.0859099	0.212879	0.6433402346445825
input/fig3ab_prs/sv//fold22.SV.0.05.sscore	SV	0.05	22	758.8965517241379	159.07967152363528	46.881016280854084	6.906500549316651e-4	0.099567	0.22464	0.6561766735679779
input/fig3ab_prs/sv//fold22.SV.0.1.sscore	SV	0.1	22	1392.7356321839081	243.93169206287044	72.51500350941684	7.685525150417575e-4	0.0985451	0.22376	0.6524499654934438
input/fig3ab_prs/sv//fold23.SV.0.0001.sscore	SV	1e-4	23	11.942528735632184	10.423705268125815	3.9930550851309867	0.009042089716874847	0.0606711	0.286217	0.6153899240855762
input/fig3ab_prs/sv//fold23.SV.0.001.sscore	SV	0.001	23	27.896551724137932	13.664719782135537	6.1764909475365	0.02694070196432859	0.0426363	0.272513	0.6010351966873706
input/fig3ab_prs/sv//fold23.SV.0.01.sscore	SV	0.01	23	197.28735632183907	46.00399853170937	23.480462385061923	0.050084001704903756	0.0333313	0.265442	0.5922705314009662
input/fig3ab_prs/sv//fold23.SV.0.05.sscore	SV	0.05	23	728.6321839080459	128.71686959492206	51.97666949807593	0.013270159950431487	0.0539349	0.281098	0.6005521048999309
input/fig3ab_prs/sv//fold23.SV.0.1.sscore	SV	0.1	23	1366.3218390804598	127.20376205590075	73.05530879889817	0.08164886696000716	0.0257676	0.259694	0.5725327812284334
input/fig3ab_prs/sv//fold24.SV.0.0001.sscore	SV	1e-4	24	13.89655172413793	-0.7935091803629942	3.4463173745974025	0.8178987274073949	4.24413e-4	0.0916768	0.49486681465038845
input/fig3ab_prs/sv//fold24.SV.0.001.sscore	SV	0.001	24	35.89655172413793	2.0188958470878826	6.58223405887708	0.759057312913946	7.51946e-4	0.0919744	0.49902885682574916
input/fig3ab_prs/sv//fold24.SV.0.01.sscore	SV	0.01	24	185.6551724137931	43.573202744261884	20.218105964867902	0.03114951126194733	0.0381195	0.125931	0.5837957824639289
input/fig3ab_prs/sv//fold24.SV.0.05.sscore	SV	0.05	24	769.0459770114943	86.58918028403667	51.21034580803614	0.09086483158707084	0.0233404	0.112501	0.5880965593784684
input/fig3ab_prs/sv//fold24.SV.0.1.sscore	SV	0.1	24	1416.7241379310344	103.18191749074721	76.12017212196083	0.17525402478164967	0.0148961	0.104827	0.5729744728079911
input/fig3ab_prs/sv//fold25.SV.0.0001.sscore	SV	1e-4	25	3.942857142857143	4.023640708561395	1.6446265728657963	0.014423576173481181	0.048261	0.0983169	0.5998769483182936
input/fig3ab_prs/sv//fold25.SV.0.001.sscore	SV	0.001	25	27.92	21.92234444654857	6.3985329207639365	6.121983606807596e-4	0.100463	0.147774	0.667076838939021
input/fig3ab_prs/sv//fold25.SV.0.01.sscore	SV	0.01	25	197.6457142857143	66.10274015980157	19.752149733879524	8.180623998228626e-4	0.0949353	0.142536	0.6539513262236806
input/fig3ab_prs/sv//fold25.SV.0.05.sscore	SV	0.05	25	780.8457142857143	88.97919566615958	47.09635305721453	0.05885148278872471	0.0286878	0.0797731	0.5808039376538147
input/fig3ab_prs/sv//fold25.SV.0.1.sscore	SV	0.1	25	1376.662857142857	184.8681056864579	75.18048950260189	0.013932832413220419	0.0488599	0.0988843	0.5933825540060159
input/fig3ab_prs/sv//fold26.SV.0.0001.sscore	SV	1e-4	26	11.885714285714286	13.693612571579086	3.973319426527242	5.681275643718779e-4	0.100158	0.227072	0.6338528848783156
input/fig3ab_prs/sv//fold26.SV.0.001.sscore	SV	0.001	26	29.885714285714286	22.471214307877936	7.06675391882673	0.0014735153099301403	0.0876935	0.216366	0.6217528028438611
input/fig3ab_prs/sv//fold26.SV.0.01.sscore	SV	0.01	26	173.74857142857144	50.04366700997291	19.21519988265058	0.00920408589080795	0.0572488	0.190215	0.5948865190046486
input/fig3ab_prs/sv//fold26.SV.0.05.sscore	SV	0.05	26	735.1885714285714	137.40936244229613	51.34904597822376	0.007450960902852629	0.0598822	0.192477	0.626196335794367
input/fig3ab_prs/sv//fold26.SV.0.1.sscore	SV	0.1	26	1386.8114285714287	250.87214502469948	81.77572891398663	0.0021563591329884146	0.0795422	0.209364	0.6245556467049495
input/fig3ab_prs/sv//fold27.SV.0.0001.sscore	SV	1e-4	27	11.907514450867051	7.42259789770429	3.716226378133225	0.04578737567715475	0.0327852	0.155903	0.5672380156075808
input/fig3ab_prs/sv//fold27.SV.0.001.sscore	SV	0.001	27	25.90751445086705	11.048296350558038	5.910700472507356	0.061594640703079316	0.0287972	0.152423	0.592670011148272
input/fig3ab_prs/sv//fold27.SV.0.01.sscore	SV	0.01	27	211.46820809248555	48.31812465224659	21.340724307768898	0.023566262871341854	0.0426871	0.164544	0.5953177257525084
input/fig3ab_prs/sv//fold27.SV.0.05.sscore	SV	0.05	27	708.7398843930636	115.08501660137041	44.79050696994721	0.010187289937850636	0.0558583	0.176039	0.6158026755852842
input/fig3ab_prs/sv//fold27.SV.0.1.sscore	SV	0.1	27	1324.3699421965318	155.93068840456644	69.78281879990901	0.02544926974768288	0.0418831	0.163843	0.6057692307692307
input/fig3ab_prs/sv//fold28.SV.0.0001.sscore	SV	1e-4	28	5.953488372093023	6.730844683970476	2.2547455020086793	0.0028340183776243504	0.0786066	0.233564	0.6249999999999999
input/fig3ab_prs/sv//fold28.SV.0.001.sscore	SV	0.001	28	27.941860465116278	17.937686406191265	6.719659472883468	0.007597923951160123	0.0630906	0.220658	0.5996182126696833
input/fig3ab_prs/sv//fold28.SV.0.01.sscore	SV	0.01	28	211.47674418604652	59.1452095123718	23.996121251278527	0.013709660616988436	0.0531553	0.212393	0.5933257918552036
input/fig3ab_prs/sv//fold28.SV.0.05.sscore	SV	0.05	28	762.9418604651163	101.28074238138636	52.16824446725876	0.0522067289297759	0.0321199	0.194896	0.5849830316742082
input/fig3ab_prs/sv//fold28.SV.0.1.sscore	SV	0.1	28	1370.6162790697674	92.5499518181189	73.4890346379111	0.20789639457476156	0.0132041	0.179161	0.5523190045248869
input/fig3ab_prs/sv//fold29.SV.0.0001.sscore	SV	1e-4	29	5.953757225433526	5.644388150949727	2.062797919465003	0.006213854435218275	0.062301	0.134713	0.5994397759103641
input/fig3ab_prs/sv//fold29.SV.0.001.sscore	SV	0.001	29	35.95375722543353	20.653214200789215	6.906437149515931	0.0027858532195964166	0.0767623	0.148058	0.6195378151260504
input/fig3ab_prs/sv//fold29.SV.0.01.sscore	SV	0.01	29	187.71098265895955	52.33852300781081	19.013642515720036	0.005910917178617794	0.0631879	0.135532	0.62296918767507
input/fig3ab_prs/sv//fold29.SV.0.05.sscore	SV	0.05	29	705.3410404624277	164.49404679079697	48.67446921366948	7.262498234602278e-4	0.0968999	0.16664	0.6669467787114846
input/fig3ab_prs/sv//fold29.SV.0.1.sscore	SV	0.1	29	1362.7052023121387	206.0963289394963	73.87945129324787	0.005276831777139273	0.0645054	0.136748	0.6480392156862745
input/fig3ab_prs/sv//fold3.SV.0.0001.sscore	SV	1e-4	3	7.907514450867052	11.435967487896955	3.048942085240078	1.7627229708420925e-4	0.12342500000000001	0.194262	0.6507107023411371
input/fig3ab_prs/sv//fold3.SV.0.001.sscore	SV	0.001	3	33.895953757225435	22.18270092301864	6.971105522264832	0.0014621523359474183	0.0857538	0.159635	0.6493171683389075
input/fig3ab_prs/sv//fold3.SV.0.01.sscore	SV	0.01	3	175.67630057803467	52.242756312394576	17.993998507340876	0.003692015945882886	0.0702308	0.145367	0.6440914158305463
input/fig3ab_prs/sv//fold3.SV.0.05.sscore	SV	0.05	3	749.028901734104	169.08062001896724	49.18314090125315	5.865127223496925e-4	0.100233	0.172944	0.6555183946488294
input/fig3ab_prs/sv//fold3.SV.0.1.sscore	SV	0.1	3	1382.5433526011561	158.78361786064556	67.7172246965136	0.019037085268702545	0.0449663	0.122144	0.6106465997770345
input/fig3ab_prs/sv//fold30.SV.0.0001.sscore	SV	1e-4	30	7.885714285714286	5.393019657286138	2.536185760515635	0.03346753203825562	0.0363082	0.101314	0.5758818703855619
input/fig3ab_prs/sv//fold30.SV.0.001.sscore	SV	0.001	30	33.84	6.289101931140781	5.774751709314364	0.2761235459974072	0.00943482	0.076253	0.5345911949685535
input/fig3ab_prs/sv//fold30.SV.0.01.sscore	SV	0.01	30	207.3257142857143	45.58273494076962	20.070044636800446	0.02313592998586603	0.0419729	0.106596	0.6025430680885973
input/fig3ab_prs/sv//fold30.SV.0.05.sscore	SV	0.05	30	732.8685714285714	58.00708513142571	46.548631293323695	0.21270532366085265	0.0123919	0.0790107	0.5576975663111841
input/fig3ab_prs/sv//fold30.SV.0.1.sscore	SV	0.1	30	1326.6857142857143	99.1531885308784	70.25595455053165	0.158152147697913	0.0159766	0.0823535	0.5564670494941208
input/fig3ab_prs/sv//fold31.SV.0.0001.sscore	SV	1e-4	31	7.942857142857143	7.461496670282469	2.65820476158382	0.005001015288499247	0.0652161	0.131132	0.6073967733114575
input/fig3ab_prs/sv//fold31.SV.0.001.sscore	SV	0.001	31	37.87428571428571	16.16431638775619	6.988086667216603	0.020715780028300747	0.0430258	0.110507	0.5777960076565491
input/fig3ab_prs/sv//fold31.SV.0.01.sscore	SV	0.01	31	173.57714285714286	32.49141443313061	17.063496671489272	0.05689097764734846	0.0291781	0.0976353	0.5840853158326498
input/fig3ab_prs/sv//fold31.SV.0.05.sscore	SV	0.05	31	770.8571428571429	90.66582494146292	44.572778599036816	0.04194075411570948	0.0333313	0.101496	0.5870932458299153
input/fig3ab_prs/sv//fold31.SV.0.1.sscore	SV	0.1	31	1368.6171428571429	100.10866233359249	64.85610419441832	0.1226973009311359	0.0189633	0.0881409	0.5634399781241455
input/fig3ab_prs/sv//fold32.SV.0.0001.sscore	SV	1e-4	32	9.874285714285714	6.946659483674381	3.0767929283449207	0.023960636772913147	0.0415143	0.122117	0.5935192780968006
input/fig3ab_prs/sv//fold32.SV.0.001.sscore	SV	0.001	32	41.85142857142857	9.114221759879754	7.163455641013568	0.20325875724145623	0.0129346	0.0959404	0.5691823899371069
input/fig3ab_prs/sv//fold32.SV.0.01.sscore	SV	0.01	32	185.73714285714286	9.346860222620569	17.85471886719829	0.6006296671453955	0.00217902	0.0860892	0.5460760185944764
input/fig3ab_prs/sv//fold32.SV.0.05.sscore	SV	0.05	32	704.7771428571428	96.45965063062188	46.02448617938336	0.03609698146895015	0.0356411	0.116737	0.5918785890073831
input/fig3ab_prs/sv//fold32.SV.0.1.sscore	SV	0.1	32	1392.3657142857144	236.0830509640434	75.56383409456002	0.001782369437259815	0.0817912	0.159007	0.6613344271260596
input/fig3ab_prs/sv//fold33.SV.0.0001.sscore	SV	1e-4	33	9.942857142857143	2.3253789257611857	2.998615521425901	0.4380536046665706	0.00491108	0.153296	0.5439567951873121
input/fig3ab_prs/sv//fold33.SV.0.001.sscore	SV	0.001	33	37.862857142857145	9.24934870480966	6.843988631266385	0.17654944267299538	0.0150347	0.16191	0.5620043751709052
input/fig3ab_prs/sv//fold33.SV.0.01.sscore	SV	0.01	33	191.65714285714284	28.993533934317785	19.66275886191546	0.1403361263771344	0.0178867	0.164336	0.5481268799562483
input/fig3ab_prs/sv//fold33.SV.0.05.sscore	SV	0.05	33	780.5485714285714	68.81998729792673	45.07950318019262	0.12685157819192083	0.0190835	0.165355	0.5615258408531584
input/fig3ab_prs/sv//fold33.SV.0.1.sscore	SV	0.1	33	1408.2742857142857	98.16290860559555	69.443098979708	0.15748723375142862	0.0163501	0.163029	0.5393765381460214
input/fig3ab_prs/sv//fold34.SV.0.0001.sscore	SV	1e-4	34	7.931034482758621	2.6986450547582685	2.325536241562775	0.2458697477381656	0.0112509	0.231152	0.5868875086266392
input/fig3ab_prs/sv//fold34.SV.0.001.sscore	SV	0.001	34	29.896551724137932	5.422845551530149	6.478249420092953	0.40254477948025136	0.00585111	0.226953	0.5788129744651483
input/fig3ab_prs/sv//fold34.SV.0.01.sscore	SV	0.01	34	201.45977011494253	67.72426865814134	22.941206035819185	0.0031564144797075642	0.0761055	0.28158300000000003	0.6772946859903382
input/fig3ab_prs/sv//fold34.SV.0.05.sscore	SV	0.05	34	734.8620689655172	156.17309975420596	54.78086403515692	0.004359984641729146	0.0701719	0.276969	0.6162870945479642
input/fig3ab_prs/sv//fold34.SV.0.1.sscore	SV	0.1	34	1366.655172413793	134.28384686999902	81.53200683670917	0.09955645354243668	0.0228232	0.24015	0.5588681849551415
input/fig3ab_prs/sv//fold35.SV.0.0001.sscore	SV	1e-4	35	7.954022988505747	7.600913402991527	2.650759049349559	0.0041379696185724	0.0678576	0.160847	0.6282263630089717
input/fig3ab_prs/sv//fold35.SV.0.001.sscore	SV	0.001	35	37.93103448275862	15.592629659608116	7.52984526594154	0.03837964964321777	0.0351101	0.131367	0.6096618357487923
input/fig3ab_prs/sv//fold35.SV.0.01.sscore	SV	0.01	35	181.8505747126437	19.719979178900573	17.921936527464986	0.2711899510529751	0.00975586	0.108542	0.5648033126293995
input/fig3ab_prs/sv//fold35.SV.0.05.sscore	SV	0.05	35	733.1494252873563	125.20370588015297	47.58962099314319	0.008515818387303755	0.0577228	0.151724	0.603312629399586
input/fig3ab_prs/sv//fold35.SV.0.1.sscore	SV	0.1	35	1346.6666666666667	135.88096121805978	72.03321987662561	0.05924575496654124	0.0289884	0.125856	0.5812284334023464
input/fig3ab_prs/sv//fold36.SV.0.0001.sscore	SV	1e-4	36	11.919540229885058	6.537900194462936	3.58762581836006	0.06840230670203437	0.027729	0.183259	0.5891370699223085
