Gene	Symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000163867	ZMYM6	752.3177066015339	0.014014474227116524	0.04450551191118776	0.3359214301546759	0.815745170475662
ENSG00000134698	AGO4	1130.2590609486945	-0.06998363962853531	0.07914239760214278	0.03381708993975861	0.3773779929446013
ENSG00000134690	CDCA8	2081.6853801363063	-0.07506833682476816	0.03928113014001867	0.0103045038491616	0.2053965039329925
ENSG00000130940	CASZ1	234.29545661535556	0.0013730339494714638	0.043823394540060866	0.828725347053742	0.9749583995913752
ENSG00000163879	DNALI1	71.73583174862621	0.005890403606588957	0.04410947618817374	0.44284933175114327	0.8683991345226334
ENSG00000116954	RRAGC	682.8462654702679	-9.176978381456545e-4	0.03805419277545368	0.9618022559268011	0.99656536841423
ENSG00000228589	SPCS2P4	48.92958005103899	0.009818067428260564	0.04525622336442043	0.1699307787244878	0.6711228788123551
ENSG00000163873	GRIK3	2190.453775325999	0.06777058992789871	0.06213018352260597	0.03760676807129857	0.39608693365041486
ENSG00000196449	YRDC	1197.2878172082749	0.011545439759926097	0.03635242096479515	0.5930050190963285	0.923297667855649
ENSG00000179051	RCC2	10885.90481003287	-0.029090097037719486	0.03652679100514662	0.23167200031625126	0.7335005863853409
ENSG00000126067	PSMB2	3928.22368597577	-0.031247514750938427	0.03790325029636461	0.19524770147333964	0.6989656530374251
ENSG00000132906	CASP9	161.42139669350286	-0.011263718083416743	0.04352023304506705	0.4316666200063069	0.8623704797263191
ENSG00000197312	DDI2	2037.0890591633884	-0.003467983520761647	0.038773647878011075	0.8696701754900278	0.9794549342378573
ENSG00000173660	UQCRH	5515.172347611214	0.00124860976244622	0.029160777662061436	0.9565929328753331	0.9954882722212002
ENSG00000054118	THRAP3	6619.952093224349	-0.0015027062624905728	0.030159635731164012	0.9421086424979846	0.9917550938539492
ENSG00000197982	C1orf122	609.578274349564	0.00657067941010713	0.04076065048262751	0.6994772778330076	0.9464399731808342
ENSG00000183317	EPHA10	173.25237090303807	0.01715309873024533	0.04574410643527208	0.2608748748267183	0.7589134642631838
ENSG00000183386	FHL3	194.38734763904853	-0.043565771775002496	0.07433201872256141	0.024546473894966784	0.32156040775859346
ENSG00000204084	INPP5B	635.0848245750915	-0.011964267772748352	0.04114268343081941	0.5065429802001721	0.8928845457940816
ENSG00000146463	ZMYM4	4533.449832365277	0.03752181778491491	0.040006656965401496	0.14276149635579644	0.6385244691122431
ENSG00000183520	UTP11	1541.4919551644184	0.05306068069535833	0.06417971552986519	0.06374283142603111	0.48418386824318876
ENSG00000142686	C1orf216	1818.2007456805015	0.014999179262534721	0.031191291469678608	0.5061203760062822	0.8928845457940816
ENSG00000117000	RLF	1291.625184796432	0.009967134804296117	0.03759428382087723	0.6406225269614395	0.9348082024187819
ENSG00000092853	CLSPN	2595.3938787382617	0.006455961972145109	0.034088727663853353	0.6972725983659491	0.945825601752458
ENSG00000134697	GNL2	3635.9493816866448	0.04133558827691237	0.03579003199100793	0.10278130479745001	0.5755731773113875
ENSG00000116151	MORN1	179.03200328167347	0.012356568105784945	0.0439178746363772	0.38834154756658495	0.842457613170293
ENSG00000214114	MYCBP	713.263344437925	0.011692392629677624	0.04371913150216421	0.4077054071430838	0.851486281976872
ENSG00000116544	DLGAP3	649.7866276183256	-0.004106953732115141	0.03749597045263695	0.8381391949382229	0.9766367620864747
ENSG00000117016	RIMS3	8709.071746115644	0.1624062758822218	0.027683329863303192	3.326455076281713e-10	1.9377266110356234e-7
ENSG00000121310	ECHDC2	69.37824234767248	-0.003968762596038747	0.04360237666573355	0.6449694044435605	0.9349970896266163
ENSG00000169213	RAB3B	1684.9387212487006	0.006155866153168335	0.03505467344057373	0.7996809719256758	0.9705779965231048
ENSG00000163866	SMIM12	913.680013557044	-0.02018838859642372	0.03710023299454083	0.3735959578448863	0.8351156258242404
ENSG00000117419	ERI3	1240.2267170584098	8.561114608340326e-4	0.03386371270927635	0.9699361313119574	0.9971834366429643
ENSG00000162384	CZIB	2908.7024784056416	0.004568254440247981	0.030800213675428317	0.8399120298288877	0.9766744769723614
ENSG00000117859	OSBPL9	4198.130668775806	-0.003582347156170025	0.02995681041676223	0.884916891778816	0.9818700719980875
ENSG00000162396	PARS2	384.1422312212882	2.8053426113013475e-4	0.03832675412415474	0.9897485058491844	0.9994961947058396
ENSG00000162378	ZYG11B	4301.1660118505215	0.04437500251652324	0.059606766486911204	0.09313650779048963	0.5574089972377998
ENSG00000117862	TXNDC12	2884.052619934583	0.016384811312564695	0.03233872368631923	0.4631315502932473	0.8775179747018611
ENSG00000183431	SF3A3	5275.728814022125	0.04899186210549718	0.04117848483198452	0.06273340116322948	0.48286814013747936
ENSG00000243725	TTC4	2458.7746238022482	0.0049349859039501155	0.03568418475919833	0.8173678668354056	0.972191798965849
ENSG00000162407	PLPP3	586.9343297393443	-0.008841181110732491	0.03710486388465687	0.6687058725402191	0.9414504661449352
ENSG00000163877	SNIP1	721.5490853263022	-0.05643700772437995	0.06942136341997042	0.04997423587102835	0.4476437346150698
ENSG00000157184	CPT2	2135.7565366258877	0.018108966199992586	0.02990087827105239	0.4248781901096778	0.8598528463823287
ENSG00000198815	FOXJ3	4614.377428985742	0.010120939655701431	0.0306952224437802	0.6262763592020482	0.9328631207826714
ENSG00000134744	TUT4	5851.9198647080175	0.018206486318357123	0.03786732140356942	0.44676308355548805	0.8696008448498427
ENSG00000162385	MAGOH	3658.3153081547134	0.018184675336234274	0.028001974851424628	0.4228712156634214	0.8593090757870087
ENSG00000123080	CDKN2C	2362.9380250255103	0.02070066384498333	0.029995023520767147	0.3632011918947935	0.8294412828905416
ENSG00000225675	LRP8-DT	18.304196260370766	-0.004419170553486439	0.04415235562861538	0.4537680997606974	0.873824012858582
ENSG00000162415	ZSWIM5	466.55029379805814	0.04589185051782964	0.05456547624274915	0.0897019038998561	0.5509048247755012
ENSG00000162600	OMA1	276.0952002712973	0.01850134195504251	0.04619285450592396	0.2422156573420949	0.7407363750258144
ENSG00000116704	SLC35D1	1194.6953952881197	0.027432443823001213	0.04785999289702156	0.16884061369840683	0.6699325699767218
ENSG00000157193	LRP8	8461.494763107738	-0.03329171470993653	0.025454811617133387	0.1163729617158055	0.5982137103661402
ENSG00000116205	TCEANC2	1551.4496241212785	0.003036643482444704	0.03914185356968539	0.8794105596282237	0.9809857863211909
ENSG00000198841	KTI12	1861.7121650202666	0.0024669423336878397	0.03374845830618262	0.9091074985598568	0.9861523713085737
ENSG00000116212	LRRC42	2548.404631701451	0.013649873892806438	0.025687483983194224	0.5201639223805314	0.8974669174702747
ENSG00000162607	USP1	10196.894558820704	0.014415629526574256	0.0406849647508935	0.46916268195210853	0.8819153334390941
ENSG00000154027	AK5	410.62687157135036	-0.011233854713434323	0.04361276596802091	0.42923606076463455	0.8613076981036704
ENSG00000116675	DNAJC6	3394.400598583225	0.008728500180979072	0.03342684315581276	0.6975406307146246	0.9458547989664187
ENSG00000162433	AK4	2514.5669431812003	-0.013876203357814294	0.03533815342450711	0.5298920729441748	0.9013709249477367
ENSG00000213625	LEPROT	2654.909009931098	0.05121081334990824	0.06078142589822985	0.07089607308318226	0.5003348681695506
ENSG00000158966	CACHD1	3541.3989692538325	0.02146231613974333	0.027952438372723373	0.3330992674886097	0.8135483809569408
ENSG00000203965	EFCAB7	492.0052465643763	0.0031129108654349906	0.04200294724011387	0.8406253740873246	0.9766744769723614
ENSG00000117069	ST6GALNAC5	2609.167181819795	-0.22366171251986697	0.065781678272319	3.622330328664487e-5	0.004089302060181467
ENSG00000125703	ATG4C	773.1986780678902	1.6156141504401975e-4	0.03984445408167701	0.9810335485404114	0.9979860675800234
ENSG00000188786	MTF1	692.4389354806482	0.027144118058548095	0.04998919429534133	0.1578788200127191	0.6543201772534781
ENSG00000137941	TTLL7	1367.106957192255	-0.08814371840172563	0.10477347073595168	0.019954262326547262	0.2929813410309828
ENSG00000066135	KDM4A	2940.708075831	-0.04931828509569318	0.04286959752047984	0.07773964749221784	0.5174234398670788
ENSG00000117174	ZNHIT6	3060.9792554980204	-0.009643848187003564	0.037029313252646	0.6863653624442854	0.9442851754972307
ENSG00000122420	PTGFR	756.176700264863	-0.04128337154730376	0.06509910332501205	0.057128912217164256	0.46608871071067953
ENSG00000143013	LMO4	4586.976955729893	0.04820419313212407	0.03188943623525129	0.05142314983856511	0.451425799635978
ENSG00000226084	NA	27.616571344664393	7.889621523312697e-4	0.04390912818389182	0.879825814360809	0.9809857863211909
ENSG00000134748	PRPF38A	6282.090304713293	0.06095729697984592	0.027283023012564803	0.007132029089096964	0.16554191712164704
ENSG00000142892	PIGK	1451.810537600516	0.031753407769102675	0.05071265794674589	0.15071801034358273	0.6497478236121024
ENSG00000184005	ST6GALNAC3	1388.192157410167	0.014264484353573059	0.04154457790723872	0.44912919341850543	0.8704642592166216
ENSG00000116641	DOCK7	5451.940986058972	0.014016644842984687	0.03932103796779879	0.4714682211602176	0.8829419746389388
ENSG00000117480	FAAH	113.0801092918894	-0.006637823245382033	0.043730635541145674	0.507097202912839	0.8933546191485807
ENSG00000137944	KYAT3	1787.5917065842336	0.011680824543293493	0.03947029487294368	0.5541889305306116	0.9108061613042882
ENSG00000067334	DNTTIP2	7686.149434533391	0.06858794223633961	0.05923188829876837	0.02691217436653793	0.3345294570707562
ENSG00000142949	PTPRF	8842.310650839241	-0.01241244023232303	0.03441707378345593	0.6342708267617716	0.9333959226082943
ENSG00000116133	DHCR24	16743.14276431846	-0.0604777807584305	0.038104926015963235	0.03546698176352164	0.38633944280086746
ENSG00000116157	GPX7	2046.8817371254231	0.06669981267464728	0.03813799153810301	0.017654107424736616	0.2735071983259993
ENSG00000143036	SLC44A3	109.68486991900731	6.192845456451497e-4	0.04276304691006252	0.9562091033466004	0.9954788598505707
ENSG00000065243	PKN2	4144.130824720621	0.011229673020588478	0.04014094769739406	0.5587614274209022	0.9115704857133524
ENSG00000117528	ABCD3	3740.214072906525	0.023295098285121288	0.04158548802623725	0.2971476956793	0.7863498058580046
ENSG00000172339	ALG14	634.9677934473642	0.26635316957282407	0.14271537582228286	0.0018828327181970156	0.07966889097000752
ENSG00000036549	ZZZ3	3801.1547308317317	0.01954606581708367	0.04233174159165939	0.4123409340160385	0.8530183498671864
ENSG00000058799	YIPF1	986.1881471631124	0.007001014822158429	0.03235803312171725	0.7528092324570335	0.9603612675607968
ENSG00000283761	NA	762.8712323328233	-0.016800473235820415	0.04683473193595995	0.17985837994613083	0.6832744453312962
ENSG00000142700	DMRTA2	458.2570926120113	-0.05922037286029465	0.07174700564199663	0.048365516719671445	0.4414476584836552
ENSG00000127124	HIVEP3	299.83767479209246	-0.004586326307178115	0.04159608081238583	0.7543043455652321	0.960473392014206
ENSG00000266993	NA	77.31532692959014	-0.003847614145441257	0.04252922998679279	0.7552791856655394	0.9608694653189263
ENSG00000162604	TM2D1	884.5941170100137	0.02109924976986814	0.04361324398133234	0.28943826219862545	0.7817037225619309
ENSG00000116171	SCP2	3214.484828256037	0.008836973661885534	0.03844767672060151	0.6582770352005031	0.9374812709568446
ENSG00000137936	BCAR3	420.32836832954393	-0.015519581966488337	0.04129550453244758	0.4325478947114225	0.8627852336231264
ENSG00000178028	DMAP1	1161.2231812031437	-0.002202511410091311	0.038526126938094686	0.9082985119048009	0.9859728109170507
ENSG00000168710	AHCYL1	7600.734924005404	-0.007884977868755189	0.026968275622030663	0.7059876296879776	0.9471686618528045
ENSG00000117519	CNN3	11575.667571227934	0.004316083275539814	0.024728439515560835	0.8507717849427507	0.9772951708957889
ENSG00000134215	VAV3	334.1839843058868	-0.013593403348573787	0.04361107502354603	0.3885810335608797	0.8428320965942612
ENSG00000188641	DPYD	747.8092032193522	-0.017814629709008534	0.04150258385619284	0.38768947338114723	0.8419109737464361
ENSG00000152078	TLCD4	254.5620990763857	0.006604498240315611	0.043490992169669666	0.5441334814691707	0.9085008789716917
ENSG00000171492	LRRC8D	2292.5442808408857	-0.019833740979120378	0.036551711260279916	0.38791613224188604	0.8419109737464361
ENSG00000258634	NA	1869.3561810211875	-0.011345896936881173	0.03237248376924053	0.6139632134333769	0.9276810517599808
ENSG00000116299	ELAPOR1	137.10064512668825	0.001480053170592038	0.04333665904658337	0.8686635438053074	0.9794549342378573
ENSG00000137962	ARHGAP29	2232.2987541111474	0.0468389190486543	0.06630736476777542	0.06450729965349249	0.4851377132722102
ENSG00000273204	NA	21.2979128286632	-0.0032672617389642496	0.04396161588756749	0.6045719699171288	0.9257330360174323
ENSG00000079739	PGM1	2402.8260864075896	-0.02153770345557827	0.03162375995941104	0.3465591180789498	0.8221722518083436
ENSG00000162377	COA7	8080.294038127802	0.04542346281564644	0.02767655345556182	0.04904655325924948	0.44530234109379685
ENSG00000116774	OLFML3	140.0963351383786	0.0013112510857959496	0.04169258084180691	0.8747140561892041	0.9799137272806737
ENSG00000023909	GCLM	1568.1624590699073	-0.011482760285562513	0.03762491323891694	0.5781282539208801	0.9177941761039923
ENSG00000198198	SZT2	1781.9644808020166	-6.753626196858985e-4	0.03664691240116716	0.9694549928583639	0.9969757122375787
ENSG00000116793	PHTF1	1536.4338099722295	-0.004438892579252293	0.03281449685807193	0.8390800950620078	0.9766744769723614
ENSG00000260879	NA	56.01348425270934	0.004345915798378631	0.04398296591787012	0.49937921334887464	0.8911235735816274
ENSG00000117525	F3	394.8583280089656	-0.00955254362802315	0.04162941935319244	0.5617011282209478	0.9115704857133524
ENSG00000122481	RWDD3	684.3700760247859	0.017963597361420672	0.04485757526830001	0.2902837893137197	0.7824176982742365
ENSG00000198162	MAN1A2	4154.739201272062	0.09390985770956418	0.051982967952779534	0.005892179838248993	0.15080459575469257
ENSG00000171517	LPAR3	888.0806927020036	0.01830521939591678	0.04168820974812288	0.389618051395735	0.8429350720855352
ENSG00000228852	NA	7.6085263904788185	-1.931446918101497e-5	0.04410002288699458	0.9968701730640352	0.9999341671793721
ENSG00000143079	CTTNBP2NL	2351.2868533004334	0.03775879194205058	0.04552387597139191	0.14509484578858603	0.6428403526678363
ENSG00000232450	NA	51.8871034196341	-0.013474330528862748	0.04579456037389329	0.20982345609247166	0.7143697146640119
ENSG00000143093	STRIP1	4350.721292305119	0.011032040939774565	0.02972141531230962	0.6242202106889986	0.9328631207826714
ENSG00000226415	TPI1P1	21.783927075684982	0.003127058807765849	0.0438411556006106	0.641045224051304	0.9349722247902884
ENSG00000085491	SLC25A24	4738.639187350544	0.007526671619599267	0.03965013673293983	0.685352454974727	0.943990506966927
ENSG00000198799	LRIG2	2156.2427095682992	0.004748519327496375	0.035487559523574595	0.7783846937467168	0.967570185348928
ENSG00000117620	SLC35A3	2900.9671806725064	0.0068921997887176	0.04311442422320622	0.5727776239759416	0.915212435513282
ENSG00000162688	AGL	2895.4081349208755	0.10793798765281051	0.08313462733831467	0.013646113796432312	0.23699696369942913
ENSG00000197106	SLC6A17	502.80485064401535	-0.009035068722561506	0.0392998523938854	0.6438883650590127	0.9349722247902884
ENSG00000259946	NA	69.27743606631199	-0.008326258850020444	0.044465509979445504	0.33975948854724325	0.8181782826804754
ENSG00000185946	RNPC3	1032.2500486453239	0.19760393633192302	0.10412822725846102	0.002145892402156983	0.08468454640057457
ENSG00000162627	SNX7	730.0790029683543	0.010352792333333078	0.041403743200476475	0.561218376441518	0.9115704857133524
ENSG00000162695	SLC30A7	2325.542417578806	1.3557138291998234e-4	0.038959434644556847	0.9949692200933298	0.9999341671793721
ENSG00000265808	SEC22B	5308.64281792078	0.016481592756953798	0.04251825563122431	0.34089614686117525	0.819428002774902
ENSG00000134247	PTGFRN	6608.129090497956	0.03979660335838114	0.030499400640356285	0.08996748266242661	0.55109328809959
ENSG00000116752	BCAS2	3469.518967153162	0.012238576903993255	0.0376329842685009	0.5744537909974614	0.9154060752176365
ENSG00000162664	ZNF326	5955.547507735465	0.008409834317323365	0.04074043669380389	0.6035000955247034	0.9257330360174323
ENSG00000134253	TRIM45	760.5385070686114	-0.07889020140439293	0.07072065524429809	0.025898394296052365	0.329582186016609
ENSG00000173218	VANGL1	759.1661312578849	0.027134704436258685	0.0451699572099826	0.19757528678907366	0.6998682218899271
ENSG00000143398	PIP5K1A	7759.330302240584	0.029587069089958333	0.040640245275924816	0.21908798713262706	0.7208858799757175
ENSG00000196505	GDAP2	820.5206923508141	0.0805330832875284	0.08019942485500856	0.025603916110076713	0.32935803568706734
ENSG00000065183	WDR3	7192.711085083819	0.11603938709441063	0.043259269691862764	7.109170447137167e-4	0.039819557392945605
ENSG00000163393	SLC22A15	718.0580432651219	0.017932382856026396	0.04140863251484143	0.3732083232626616	0.8351156258242404
ENSG00000163156	SCNM1	1804.3288249043953	0.011613979626994226	0.030356508672024874	0.6023911307768887	0.9257330360174323
ENSG00000274642	NA	36.29426201079202	-0.008813719634615844	0.044803055917139324	0.2607005087235879	0.7588609851172519
ENSG00000177551	NHLH2	7253.881202118458	0.15954824369318116	0.0782735790030958	0.0021448270198443082	0.08468454640057457
ENSG00000197323	TRIM33	6263.830763143793	0.056533658709754436	0.04202762746132127	0.04536910465233527	0.43099169670708315
ENSG00000261168	NA	68.58564198011109	0.009019907002864085	0.043947106714514184	0.42831829808310523	0.8609180955557179
ENSG00000079335	CDC14A	292.9734018332267	-0.03537485507246878	0.06051901968447986	0.0565903322882399	0.46508183358557426
ENSG00000171943	SRGAP2C	1075.9039256919891	0.007079382583659023	0.039819649787230404	0.6912756782204144	0.9447313885638056
ENSG00000116830	TTF2	7543.997470235942	0.11508493918350948	0.057416674393230574	0.003936123907722011	0.11943749563846309
ENSG00000081026	MAGI3	4309.547646950623	0.002320108075741104	0.03531316157952206	0.9130750818823498	0.9865182662345616
ENSG00000143458	GABPB2	960.4902412746478	-0.00764956783296312	0.03664449971863728	0.6565800340071133	0.9370614499456674
ENSG00000163155	LYSMD1	931.3246971149332	0.00891739654451113	0.036487201778830386	0.6760680000901276	0.9431997911973504
ENSG00000241975	ELOCP19	29.133322555316244	-0.0012031329434784893	0.04372206561235527	0.857109095621474	0.9772951708957889
ENSG00000024526	DEPDC1	3792.246675588682	1.4366862192189986e-4	0.040173418633887625	0.995032474511456	0.9999341671793721
ENSG00000117262	GPR89A	1168.6420168790532	0.05077445598461056	0.06441234043020694	0.06666599094936021	0.49070234469907137
ENSG00000137947	GTF2B	1984.5513800926751	0.01939270183999932	0.03448930313045162	0.4027224343468406	0.8490787567564787
ENSG00000233589	NA	38.98858761921421	-3.920577573881224e-5	0.04381795410626898	0.9941456834740747	0.9999341671793721
ENSG00000184371	CSF1	317.2131579458091	0.005005338031106162	0.04145491549341107	0.7519260876943284	0.9601569865355706
ENSG00000232995	RGS5	152.57045774656348	0.003422950536165749	0.043194862085960004	0.734540306088186	0.9549286268132702
ENSG00000162729	IGSF8	581.0715392827884	-0.028166113477158427	0.05233295794107604	0.11324431961128746	0.5919515529429933
ENSG00000143158	MPC2	1063.01154056697	0.016311083920818256	0.03449736147985691	0.4765079684319306	0.8834960102856563
ENSG00000271092	TLCD4-RWDD3	99.01739234403584	0.002761889212497552	0.043035771205813554	0.7907114207585766	0.9688965959329672
ENSG00000278811	LINC00624	117.49823381815702	0.010399018961240465	0.04411762317916729	0.3908430672406358	0.8431454442376918
ENSG00000000460	C1orf112	1349.3151987293297	-0.05276479120307209	0.04372620524849197	0.06148246143661555	0.4782954518704232
ENSG00000188859	FAM78B	3592.732134793928	0.028146488562492557	0.028803145575383576	0.21534221755789348	0.7168971231579667
ENSG00000135862	LAMC1	6029.499988848115	0.001083978970477679	0.03136348328622077	0.9098044596261882	0.9861523713085737
ENSG00000143198	MGST3	1581.0551743192743	-0.02188124456139522	0.031055453402118058	0.3440211049374232	0.8211734717593335
ENSG00000143621	ILF2	24701.697841776167	0.044431759885390255	0.021180212441045947	0.01810272290716817	0.2772134108276446
ENSG00000143155	TIPRL	3900.147802008532	0.005308934652099335	0.0372978077675389	0.792946465289508	0.9691812012227966
ENSG00000143156	NME7	1245.837677963147	0.007291467862412323	0.041159372804582046	0.6699121282708062	0.9416866452438454
ENSG00000213064	SFT2D2	3802.5944322303967	-0.012985219134795252	0.04062931877585187	0.5298498228961295	0.9013709249477367
ENSG00000143179	UCK2	9648.532111400207	0.0036767180918183128	0.03134728161154352	0.854515518509507	0.9772951708957889
ENSG00000143315	PIGM	1449.0208256093172	0.01436460134736354	0.04011593858406145	0.5031093869209273	0.891697420782162
ENSG00000272931	LRRC8D-DT	48.373799964624965	-0.0025511447725111614	0.04339544701781249	0.7782339807239953	0.967570185348928
ENSG00000143190	POU2F1	3885.493128327079	0.011727891266238624	0.03942313179069337	0.5579882076840484	0.9115704857133524
ENSG00000075945	KIFAP3	1325.680437011602	0.006319441111894727	0.03594791608820214	0.6648401435563573	0.9403716987773147
ENSG00000236364	NA	74.13669875997361	-0.005157758361697904	0.043657102214267676	0.5708989449037637	0.915212435513282
ENSG00000143171	RXRG	167.8172216736719	-0.013484224873948418	0.04379857800771771	0.38056587323145535	0.8378202285517286
ENSG00000047410	TPR	19012.970951629726	0.024454058168623807	0.028497797259264504	0.2976166963450601	0.7863498058580046
ENSG00000171806	METTL18	352.8483680061128	0.017582541109883713	0.0443496432758527	0.307798283451225	0.7942057327907127
ENSG00000162694	EXTL2	3228.336829315088	0.009598416582882211	0.038196184807100145	0.6428904342630035	0.9349722247902884
ENSG00000118197	DDX59	1001.1419033685414	0.006294348877557204	0.03552794841482087	0.7613373972233346	0.9627147747830781
ENSG00000116815	CD58	316.93201783420693	0.011506853619426795	0.04045090382351788	0.5474629420552486	0.9092954864450941
ENSG00000233626	NA	5.152740536581156	-0.0021155273918768325	0.04416904189580019	0.5459279919670514	0.9085075245133322
ENSG00000143228	NUF2	5132.1254986677795	0.020288829415365518	0.04357107649449262	0.3411681437547909	0.819428002774902
ENSG00000143178	TBX19	146.7482879476171	-0.009402769895011593	0.04366745693259571	0.4488686166028274	0.8704225916893442
ENSG00000000457	SCYL3	794.0889970774646	-0.005415277821987684	0.03733661143938826	0.783191885388674	0.9681341473747903
ENSG00000143507	DUSP10	348.1544258674482	0.00099299582044264415	0.03833789643528468	0.9600014653188423	0.9960760801629659
ENSG00000157064	NMNAT2	7153.206473835074	-0.022116524546827464	0.03751879549314619	0.287286665102933	0.7800838464302304
ENSG00000059588	TARBP1	3911.254868147731	-0.020927824522345474	0.038699978738407005	0.3643436027364413	0.8294412828905416
ENSG00000143653	SCCPDH	2654.435641166026	0.025114607045457454	0.036345626485348205	0.2992017918311073	0.7875069030248356
